,transcript,length,effective_length,expected_counts,tpm
74,ENST00000681702,390,191,139,504.56253522567874
75,ENST00000681111,225,26,2509,66820.69697476565
76,ENST00000680342,392,193,43,156.1891719137068
77,ENST00000680870,387,188,38,141.44889734099465
78,ENST00000680802,390,191,26,96.80122348267922
79,ENST00000528780,730,531,0,0.472910670372932
80,ENST00000681761,522,323,6,13.219562842987168
81,ENST00000681821,354,155,0,2.2475129496504005e-05
82,ENST00000328221,844,645,98,105.34493399673805
83,ENST00000680699,447,248,10,28.797869490176623
84,ENST00000681938,662,463,1041,1557.470239132934
85,ENST00000679380,656,457,520,789.2682715910604
86,ENST00000680938,666,467,282,419.54311769241133
87,ENST00000408968,668,469,771,1139.1263074763106
88,ENST00000679765,804,605,17,19.71974338834646
89,ENST00000681180,704,505,37,51.98047527027431
90,ENST00000681426,611,412,0,0.21986370402557526
91,ENST00000681577,835,636,27,30.072051376842126
92,ENST00000680696,708,509,8,11.804425651784817
93,ENST00000679382,587,388,167,298.95443828830537
94,ENST00000681198,591,392,54,96.01029676919818
95,ENST00000399808,611,412,81,137.20375026257477
96,ENST00000680209,651,452,0,0.08676582806284179
97,ENST00000681304,517,318,1,3.225250705819179
98,ENST00000681840,505,306,1,3.54920463937954
99,ENST00000531688,725,526,0,0.3231827725866957
100,ENST00000526811,543,344,73,148.83063612991074
101,ENST00000602735,713,514,2,2.9737464956935766
102,ENST00000680023,238,39,12,227.89418012361475
103,ENST00000679433,238,39,16,292.0770615141164
104,ENST00000679441,238,39,16,292.0770615141164
105,ENST00000679792,238,39,19,348.1916537758287
106,ENST00000681184,277,78,1,17.281447430187896
107,ENST00000680720,238,39,19,348.1916537758287
108,ENST00000680622,884,685,22,22.910456548589035
109,ENST00000681748,238,39,56,1006.0636141326108
110,ENST00000329962,3750,3551,3,0.7227045519040952
111,ENST00000526584,421,222,0,0.0
112,ENST00000534778,876,677,0,0.3000869466907926
113,ENST00000534401,756,557,0,0.0
114,ENST00000533249,1111,912,0,0.0
115,ENST00000527442,847,648,0,0.0
116,ENST00000528036,940,741,0,0.0
117,ENST00000331563,2817,2618,0,0.0
118,ENST00000531857,687,488,0,0.0
119,ENST00000525642,495,296,0,0.0
120,ENST00000528845,573,374,4,7.574416782932571
121,ENST00000526395,608,409,22,38.58431895968322
122,ENST00000431843,1743,1544,0,0.32411522532523357
123,ENST00000397632,1598,1399,0,0.48959735076693894
124,ENST00000332725,1639,1440,0,0.22445540291702623
125,ENST00000531205,1649,1450,49,23.724034380026264
126,ENST00000528209,933,734,5,4.953132780807863
127,ENST00000530494,709,510,0,0.0024964953735966606
128,ENST00000528058,557,358,0,6.480119036653233e-08
129,ENST00000332826,2867,2668,696,180.61843869920273
130,ENST00000308020,2458,2259,286,87.75596792569556
131,ENST00000531520,890,691,0,0.7349067492508528
132,ENST00000527479,520,321,17,38.70562555952119
133,ENST00000534797,2973,2774,13,3.3308492031000774
134,ENST00000397614,1864,1665,120,49.951680525345665
135,ENST00000397615,2014,1815,358,136.72561256400581
136,ENST00000354420,1952,1753,308,121.68651719399868
137,ENST00000397604,1722,1523,299,136.28034959942815
138,ENST00000525701,1794,1595,83,36.162563501412656
139,ENST00000529768,1019,820,58,49.11031125775811
140,ENST00000533410,1829,1630,361,153.42417360427132
141,ENST00000438658,1725,1526,356,161.81935252521552
142,ENST00000356187,1791,1592,479,208.7067406997876
143,ENST00000524464,624,425,53,86.4466934143118
144,ENST00000529115,855,656,36,39.02726051699899
145,ENST00000527485,873,674,30,31.649549924363725
146,ENST00000529368,727,528,64,84.91829329201369
147,ENST00000529306,870,671,88,91.05060581683298
148,ENST00000531149,709,510,37,51.37661722577174
149,ENST00000532055,704,505,9,12.414772967444023
150,ENST00000531540,480,281,5,13.030969090164767
151,ENST00000397594,639,440,0,0.4901766424610374
152,ENST00000397596,1100,901,36,28.051231868194964
153,ENST00000493230,1114,915,117,88.5776789195201
154,ENST00000311189,1070,871,222,176.48292335932274
155,ENST00000451590,1151,952,48,35.14465537017056
156,ENST00000417302,1244,1045,17,11.422088761799813
157,ENST00000462734,1939,1740,34,13.809295558089813
158,ENST00000468682,749,550,5,6.565169608594607
159,ENST00000270115,2765,2566,38,10.387111014807287
160,ENST00000329451,2057,1858,60,22.516583795883673
161,ENST00000441853,1051,852,15,12.316268339465825
162,ENST00000486629,798,599,0,0.4856402165681182
163,ENST00000431809,1745,1546,40,18.175150279449596
164,ENST00000397582,1731,1532,118,53.5493064969317
165,ENST00000397583,2017,1818,13,4.995664640714952
166,ENST00000414138,1679,1480,224,104.89783885677141
167,ENST00000454668,1450,1251,74,41.12285661938986
168,ENST00000528736,473,274,5,12.682361097710611
169,ENST00000531112,810,611,62,70.55405312960424
170,ENST00000416188,5278,5079,362,49.36955242814792
171,ENST00000264555,5539,5340,430,55.863151334227865
172,ENST00000534320,5178,4979,165,22.94494673379901
173,ENST00000413872,5224,5025,429,59.208316963918364
174,ENST00000533464,5218,5019,443,61.14940241441803
175,ENST00000528413,1554,1355,832,425.2519179267334
176,ENST00000397566,2051,1852,282,105.78937170550643
177,ENST00000348655,1807,1608,293,126.52605817368556
178,ENST00000525445,1923,1724,805,323.4302640480705
179,ENST00000533182,1776,1577,230,101.35745381503457
180,ENST00000397570,1943,1744,104,41.32973399108037
181,ENST00000469048,1596,1397,267,132.72040731555808
182,ENST00000330243,1992,1793,467,180.3984456841301
183,ENST00000532326,1604,1405,85,42.20268313526918
184,ENST00000532788,1019,820,13,11.290891637420183
185,ENST00000649187,745,546,491,623.7497169922101
186,ENST00000647801,891,692,14,14.525954514071685
187,ENST00000533190,806,607,10,11.701032576802099
188,ENST00000358353,3316,3117,0,1.131953304218755e-05
189,ENST00000397542,3359,3160,0,7.819355210569155e-06
190,ENST00000531177,2816,2617,0,0.00015334884814167596
191,ENST00000349570,2318,2119,1,0.3794777717763602
192,ENST00000674088,2953,2754,0,0.0003204025052064208
193,ENST00000526077,625,426,0,0.0006559203384252293
194,ENST00000534311,550,351,0,0.12235398782669028
195,ENST00000531088,496,297,4,11.129768772102137
196,ENST00000176195,526,327,5,10.58670767095225
197,ENST00000176183,1399,1200,1,0.5769755680668976
198,ENST00000527170,1623,1424,101,49.11629541480847
199,ENST00000382409,2190,1991,309,107.51249093653286
200,ENST00000685854,2314,2115,33,11.025302300760163
201,ENST00000683307,2267,2068,7,2.535053455528065
202,ENST00000690068,1866,1667,115,47.98448206085342
203,ENST00000692634,1739,1540,31,14.291821159545961
204,ENST00000687329,2331,2132,11,3.7442101096195977
205,ENST00000686001,2066,1867,18,6.879713559172419
206,ENST00000689835,1778,1579,20,8.816258072495168
207,ENST00000530813,1614,1415,3,1.542178372330207
208,ENST00000529717,705,506,19,26.663514175928505
209,ENST00000524763,580,381,0,0.6878475050335299
210,ENST00000527199,540,341,1,3.781512189154814
211,ENST00000533256,3266,3067,13,3.0198913221094448
212,ENST00000614442,3188,2989,23,5.453015804613169
213,ENST00000534755,474,275,0,0.0002026833039202632
214,ENST00000650127,2554,2355,11,3.4433889383426437
215,ENST00000526909,3844,3645,13,2.569911969307071
216,ENST00000318562,3030,2831,63,15.64171484345289
217,ENST00000533500,587,388,1,2.9556769673656875
218,ENST00000531348,582,383,6,11.19722036537898
219,ENST00000530636,2469,2270,5,1.594669175170663
220,ENST00000526198,2289,2090,10,3.6340325267943787
221,ENST00000528770,2233,2034,182,62.01168776029865
222,ENST00000530452,704,505,6,9.380350680527135
223,ENST00000608174,800,601,4,5.132907576685335
224,ENST00000397512,1572,1373,28,14.301962313756782
225,ENST00000526170,1047,848,1,1.3059536780682781
226,ENST00000488769,669,470,24,36.62022322584057
227,ENST00000397510,1423,1224,118,67.15813398167192
228,ENST00000528070,856,657,2,2.7377743772490395
229,ENST00000528097,1231,1032,1197,803.2182924650502
230,ENST00000530440,710,511,105,142.62656396954782
231,ENST00000319006,1199,1000,2254,1560.6661620426862
232,ENST00000465313,446,247,31,87.65455659212569
233,ENST00000528309,510,311,7,15.870146947077213
234,ENST00000397472,790,591,0,0.22427772124775855
235,ENST00000319863,4363,4164,778,129.50230155945258
236,ENST00000354286,3973,3774,174,32.015316629225644
237,ENST00000526650,457,258,12,33.1599158360037
238,ENST00000526325,756,557,10,12.801440032207037
239,ENST00000524550,995,796,29,25.493401489414424
240,ENST00000534603,863,664,19,19.998013149801505
241,ENST00000330106,1605,1406,34,16.742961007915664
242,ENST00000320230,2796,2597,223,59.484209854302364
243,ENST00000628067,2640,2441,248,70.53362188738603
244,ENST00000531214,1790,1591,3,1.433952237617308
245,ENST00000481290,1108,909,1,0.9542499888642159
246,ENST00000627843,1021,822,0,0.20905312224485073
247,ENST00000531437,802,603,9,11.128694398942779
248,ENST00000625419,816,617,1,1.9103714764709565
249,ENST00000532484,839,640,0,0.13722971676756057
250,ENST00000528606,741,542,1,2.210121428350744
251,ENST00000529351,1079,880,0,0.014768895171012396
252,ENST00000533385,746,547,0,0.1967322047170225
253,ENST00000531534,824,625,0,0.002161505277470589
254,ENST00000531514,641,442,0,0.8665197715373326
255,ENST00000527723,666,467,0,0.14550903821199115
256,ENST00000526152,565,366,11,21.48405925903743
257,ENST00000527734,583,384,0,0.9313567421567429
258,ENST00000625752,709,510,0,0.8601145710177368
259,ENST00000456706,606,407,0,0.07556591848993949
260,ENST00000528936,569,370,0,0.34288933057755633
261,ENST00000629634,579,380,0,0.20796643097037573
262,ENST00000529066,558,359,0,0.00021715778659995362
263,ENST00000530360,736,537,0,0.0005655630191994618
264,ENST00000678030,1680,1481,28,13.518340551223593
265,ENST00000525028,3175,2976,69,16.0861271497436
266,ENST00000524486,3917,3718,234,43.69905976096878
267,ENST00000411829,2886,2687,133,34.34704481217337
268,ENST00000347755,2984,2785,185,46.18823362020818
269,ENST00000531286,1937,1738,63,25.37756067053353
270,ENST00000534649,3108,2909,50,11.997536377266638
271,ENST00000321153,462,263,19282,50762.56639528794
272,ENST00000530797,637,438,67,106.21053194639306
273,ENST00000530398,313,114,3732,22666.13803980841
274,ENST00000336615,2416,2217,557,173.95149738200922
275,ENST00000528315,575,376,0,0.002571169612724526
276,ENST00000533803,742,543,0,0.019225257481843252
277,ENST00000527089,824,625,5,5.973357375827406
278,ENST00000530183,530,331,2,5.5906967854703
279,ENST00000528542,1792,1593,11,5.000119848100919
280,ENST00000525077,2166,1967,23,8.272349608980953
281,ENST00000450448,1663,1464,8,4.215230722687357
282,ENST00000524748,980,781,7,6.26482035679578
283,ENST00000397420,1545,1346,114,58.93191406291015
284,ENST00000397421,1486,1287,42,22.933589881883286
285,ENST00000322008,1545,1346,114,58.93191406291015
286,ENST00000525718,534,335,0,3.930738766196758e-05
287,ENST00000529810,608,409,4,8.190898771089135
288,ENST00000526693,771,572,0,0.17567931645067603
289,ENST00000525333,561,362,0,3.680083841182852e-07
290,ENST00000527341,797,598,0,0.04786143814623026
291,ENST00000530726,1407,1208,104,59.72734484926987
292,ENST00000528011,1425,1226,176,99.53974588194136
293,ENST00000528867,545,346,0,3.0901641691441444e-07
294,ENST00000530320,648,449,1,2.010193709569672
295,ENST00000526439,713,514,24,32.96647438980559
296,ENST00000534030,585,386,591,1060.6022527149391
297,ENST00000322028,876,677,420,429.53774671218054
298,ENST00000397411,1025,826,8,7.223866390196728
299,ENST00000397396,1332,1133,12,7.796485490350525
300,ENST00000397397,1379,1180,76,44.95455408882623
301,ENST00000397408,1430,1231,34,19.49415181419267
302,ENST00000530404,818,619,0,0.17763953506054342
303,ENST00000525334,860,661,4,4.512247200455471
304,ENST00000397406,1426,1227,6,3.93079152690482
305,ENST00000409543,1031,832,50,42.194415155943254
306,ENST00000525201,834,635,9,10.044245546837516
307,ENST00000397404,1462,1263,3,1.7831809645831085
308,ENST00000532375,518,319,5,12.587234251910159
309,ENST00000346501,882,683,21,22.01493513736196
310,ENST00000409531,1339,1140,6,3.780637971065798
311,ENST00000527644,1687,1488,0,0.0028426077470697897
312,ENST00000323578,3260,3061,62,14.046942397116574
313,ENST00000454838,3255,3056,38,8.645826482743887
314,ENST00000449825,3537,3338,6,1.2997799435669952
315,ENST00000532909,619,420,0,0.08038734914729978
316,ENST00000529539,602,403,10,17.313170598015997
317,ENST00000534207,1171,972,10,7.529581515772147
318,ENST00000429789,1289,1090,202,128.73440041829576
319,ENST00000528581,1431,1232,48,27.409514290002964
320,ENST00000436108,1477,1278,180,97.77158596131969
321,ENST00000528521,323,124,41,230.4309685456293
322,ENST00000531859,834,635,18,20.003056603193592
323,ENST00000534254,1019,820,12,10.360499296652126
324,ENST00000528426,991,792,0,0.014097525015319882
325,ENST00000533056,752,553,0,0.00014994735606134387
326,ENST00000533059,578,379,18,34.65598217693442
327,ENST00000530939,571,372,0,0.1930892777314931
328,ENST00000525225,523,324,0,0.0034799074474753254
329,ENST00000525840,438,239,2,8.365740878570126
330,ENST00000528154,594,395,0,1.0881959092168937e-07
331,ENST00000529818,804,605,21,24.90294903477101
332,ENST00000332231,4656,4457,28,4.460399567526418
333,ENST00000534328,1163,964,0,0.002380510413043349
334,ENST00000448903,4587,4388,43,6.7971393717041115
335,ENST00000528815,3072,2873,463,111.80434799459869
336,ENST00000687792,4385,4186,90,15.021419376165639
337,ENST00000693238,5106,4907,28,3.964144712416308
338,ENST00000687890,4376,4177,121,20.060699864263626
339,ENST00000528195,760,561,25,31.978158636272568
340,ENST00000531548,838,639,5,5.69013702874319
341,ENST00000534485,790,591,39,46.8580176473258
342,ENST00000527024,907,708,0,0.3570655390393261
343,ENST00000526753,863,664,1,2.0188672010638196
344,ENST00000530801,962,763,19,17.286456941497992
345,ENST00000524559,1250,1051,2,1.695077127482196
346,ENST00000524952,490,291,29,70.75901774301516
347,ENST00000688963,1101,902,79,60.65749326023559
348,ENST00000691652,457,258,68,184.7105647298105
349,ENST00000421673,8016,7817,4,0.35428971814265175
350,ENST00000532016,656,457,0,0.0
351,ENST00000527242,404,205,0,0.0
352,ENST00000525923,553,354,0,0.0
353,ENST00000675028,4209,4010,0,0.0
354,ENST00000674892,3111,2912,0,0.0
355,ENST00000621226,17448,17249,1,0.04013975776452416
356,ENST00000529681,17911,17712,0,0.0
357,ENST00000526859,461,262,0,0.0
358,ENST00000317204,3627,3428,246,49.76529611495187
359,ENST00000527886,3666,3467,74,14.81558753472127
360,ENST00000525159,3429,3230,136,29.203444594726946
361,ENST00000263646,2283,2084,180,60.00991724312878
362,ENST00000530506,1297,1098,10,6.409091380007445
363,ENST00000527938,549,350,14,28.249328571405684
364,ENST00000530541,684,485,57,81.52825186040953
365,ENST00000308219,4089,3890,0,6.587664995650153e-11
366,ENST00000529433,3211,3012,0,2.383849375514499e-16
367,ENST00000531197,3163,2964,0,3.678337314607381e-16
368,ENST00000528841,4528,4329,0,3.672027496668464e-12
369,ENST00000526678,2091,1892,0,6.752931873023058e-11
370,ENST00000528596,581,382,0,0.0
371,ENST00000524702,580,381,0,0.0
372,ENST00000528710,3528,3329,0,4.414670274944972e-09
373,ENST00000382179,3576,3377,0,1.0864864063391086e-17
374,ENST00000529951,1934,1735,0,7.002885051642379e-10
375,ENST00000544817,1842,1643,1,0.8416984526984003
376,ENST00000533606,2319,2120,0,0.0008635798423212545
377,ENST00000329957,1745,1546,429,192.1261464688479
378,ENST00000331588,4455,4256,93,15.172257802891696
379,ENST00000397374,4824,4625,10,1.6072263104090165
380,ENST00000382171,942,743,0,0.0
381,ENST00000412090,1118,919,0,2.46567171869967e-08
382,ENST00000399685,899,700,0,0.0
383,ENST00000399682,1181,982,0,0.0
384,ENST00000399676,933,734,0,0.0
385,ENST00000382160,561,362,0,0.0
386,ENST00000340134,3714,3515,1,0.3280892197360683
387,ENST00000382123,3807,3608,0,0.16209871564226755
388,ENST00000636615,2228,2029,5,1.93925409607168
389,ENST00000636579,350,151,0,2.152496094804181
390,ENST00000636397,4038,3839,0,1.3895670965159246e-10
391,ENST00000427721,1007,808,0,0.0009038449218838514
392,ENST00000637815,2019,1820,260,98.97834180202918
393,ENST00000367196,2190,1991,16,5.814190995077926
394,ENST00000236671,2055,1856,186,69.43063081333906
395,ENST00000678991,2198,1999,26,9.330615876529716
396,ENST00000429746,1973,1774,165,64.4437991039067
397,ENST00000433655,2035,1836,237,89.56809844182739
398,ENST00000637915,1982,1783,353,137.44566698101875
399,ENST00000636571,1790,1591,118,51.77186241251084
400,ENST00000637387,1597,1398,21,10.880597692862715
401,ENST00000636843,1512,1313,80,42.33551558268878
402,ENST00000438213,1544,1345,3,1.8406229350280197
403,ENST00000430303,575,376,0,0.0011387949003725704
404,ENST00000417052,482,283,0,2.445026483384228
405,ENST00000381968,1424,1225,0,1.610063229740613e-17
406,ENST00000381978,1291,1092,0,3.585139762184611e-16
407,ENST00000424556,1506,1307,0,2.7994741526650385e-18
408,ENST00000341958,1370,1171,0,5.438525382051145e-17
409,ENST00000381911,751,552,0,0.09757380226078509
410,ENST00000381906,745,546,0,0.13106507325866967
411,ENST00000252898,678,479,3,4.493962720494517
412,ENST00000381905,706,507,0,0.9693339541559131
413,ENST00000676039,1050,851,14,11.83586694262807
414,ENST00000311604,1585,1386,9037,4514.637342122244
415,ENST00000421485,682,483,1,2.4647655568474387
416,ENST00000446808,574,375,155,286.60808643211624
417,ENST00000381775,2016,1817,1,0.5522980242842234
418,ENST00000405957,1785,1586,52,23.016551119572977
419,ENST00000451814,417,218,71,226.65546374509643
420,ENST00000457279,887,688,218,220.29631226603857
421,ENST00000429923,582,383,214,388.56301173592425
422,ENST00000418975,581,382,0,1.0037752891233327e-08
423,ENST00000406638,2640,2441,2,0.625618471416258
424,ENST00000612798,1881,1682,10,4.450665616770444
425,ENST00000417766,887,688,206,207.84250854200266
426,ENST00000432093,968,769,14,13.189150396819032
427,ENST00000640310,3818,3619,157,30.174668502025742
428,ENST00000278317,1065,866,0,0.008533359944323578
429,ENST00000453458,699,500,0,0.04532643663535751
430,ENST00000381557,1019,820,0,0.03725024513091594
431,ENST00000381579,1042,843,0,0.0007543945734750023
432,ENST00000381589,1060,861,0,0.009977415540662622
433,ENST00000381563,844,645,0,0.004058891031571117
434,ENST00000344578,794,595,0,0.035855981285497426
435,ENST00000381558,1258,1059,0,3.731747293335164e-05
436,ENST00000641119,941,742,0,0.5536020719354606
437,ENST00000641225,877,678,6,6.322683099335999
438,ENST00000641787,924,725,1,1.0350872807774114
439,ENST00000397301,818,619,0,0.012327419171993046
440,ENST00000397304,720,521,0,1.293901326497373
441,ENST00000446240,720,521,0,0.014925303327298339
442,ENST00000381519,643,444,334,522.115479109538
443,ENST00000397298,673,474,1298,1896.6980912993001
444,ENST00000397297,613,414,0,0.1312577787943528
445,ENST00000381514,919,720,1,1.3537694535879912
446,ENST00000397294,551,352,4,9.369243209303422
447,ENST00000429295,805,606,18,21.071607077091773
448,ENST00000381395,4527,4328,0,0.0
449,ENST00000381406,5179,4980,0,0.0
450,ENST00000416167,5580,5381,0,0.0
451,ENST00000434045,1583,1384,0,0.0
452,ENST00000381392,1005,806,0,0.0
453,ENST00000381389,1023,824,0,0.0
454,ENST00000418738,934,735,0,0.0
455,ENST00000643349,5144,4945,0,0.0
456,ENST00000356578,1706,1507,0,0.0
457,ENST00000397270,828,629,0,0.0
458,ENST00000397262,639,440,0,0.0
459,ENST00000381330,465,266,0,0.0
460,ENST00000250971,503,304,0,0.0
461,ENST00000421783,464,265,0,0.0
462,ENST00000512523,297,98,0,0.0
463,ENST00000381178,1910,1711,0,0.0
464,ENST00000381175,1898,1699,0,0.0
465,ENST00000333684,1535,1336,0,0.0
466,ENST00000352909,1827,1628,0,0.0
467,ENST00000324155,1115,916,0,0.0
468,ENST00000416223,483,284,0,0.0
469,ENST00000412076,347,148,0,0.0
470,ENST00000381168,985,786,0,0.0
471,ENST00000331289,1485,1286,0,0.0
472,ENST00000381153,2831,2632,8,2.355874292706595
473,ENST00000456145,1366,1167,1,0.6195764167943559
474,ENST00000437313,734,535,0,0.0
475,ENST00000446063,1262,1063,0,1.274355823978303e-15
476,ENST00000612299,1301,1102,0,1.6427177073250982e-07
477,ENST00000182290,1380,1181,0,7.429192551495482e-17
478,ENST00000381121,999,800,0,0.0
479,ENST00000339046,1202,1003,0,6.117354642376871e-15
480,ENST00000451520,1236,1037,0,2.486923508652288e-15
481,ENST00000381117,798,599,1,2.3117548953807225
482,ENST00000475945,606,407,3,5.358744908663337
483,ENST00000530648,558,359,0,2.262598144896332e-06
484,ENST00000263645,1482,1283,1341,723.8179849935285
485,ENST00000533417,444,245,137,389.375574234412
486,ENST00000492627,886,687,62,63.01968166855583
487,ENST00000527343,720,521,516,687.0526343655434
488,ENST00000464784,794,595,6,7.400174765618506
489,ENST00000493525,396,197,3,11.69205400946617
490,ENST00000381036,880,681,24,24.728546384144497
491,ENST00000492252,1136,937,0,2.7171688142281015e-06
492,ENST00000526072,1172,973,1149,817.8096256623229
493,ENST00000481687,890,691,16,17.00777478675305
494,ENST00000380996,1544,1345,7,3.922940493638892
495,ENST00000380992,992,793,0,0.0614093491461281
496,ENST00000333256,1472,1273,170,92.54465802245238
497,ENST00000437110,974,775,9,8.398495167187898
498,ENST00000435795,863,664,17,18.041258124100473
499,ENST00000485682,979,780,33,30.177675517571334
500,ENST00000440813,851,652,0,0.6688130817562782
501,ENST00000496468,912,713,2,1.9994061910677947
502,ENST00000451491,1423,1224,260,147.50589964614872
503,ENST00000533881,3902,3703,0,0.0
504,ENST00000155858,3929,3730,0,0.0
505,ENST00000533060,3562,3363,0,0.0
506,ENST00000528453,3535,3336,0,0.0
507,ENST00000496887,582,383,2,5.163779342994879
508,ENST00000155840,3224,3025,1,0.3438683210763983
509,ENST00000646564,1375,1176,0,1.5543211768877727e-06
510,ENST00000335475,2907,2708,70,18.061229001807952
511,ENST00000380776,229,30,0,0.0
512,ENST00000526095,828,629,0,9.857173293094395e-05
513,ENST00000414822,1936,1737,0,0.24718772964364155
514,ENST00000430149,1930,1731,0,0.27139458245929443
515,ENST00000440480,1773,1574,8,3.5358542114325466
516,ENST00000380725,1193,994,0,0.00041644874970008633
517,ENST00000647251,775,576,0,0.7963701897963481
518,ENST00000625099,1930,1731,1,0.5644883652236057
519,ENST00000526203,664,465,0,0.056843972675795135
520,ENST00000455942,697,498,0,1.0716534126904136
521,ENST00000347936,1542,1343,23,12.033136293675115
522,ENST00000649076,1543,1344,68,35.2153328983532
523,ENST00000449793,1225,1026,32,21.80211925528022
524,ENST00000380574,1755,1556,12,5.682919579941155
525,ENST00000485423,635,436,0,0.001772629459053512
526,ENST00000314222,920,721,62,59.53811687125823
527,ENST00000620138,2479,2280,1463,444.5492130091376
528,ENST00000380542,2463,2264,1902,581.7052178464241
529,ENST00000526115,1941,1742,110,43.91808348456047
530,ENST00000492685,850,651,213,227.36226796405725
531,ENST00000532325,526,327,56,119.8713598350191
532,ENST00000448187,888,689,14,14.719815097226409
533,ENST00000399614,594,395,174,305.54257426114026
534,ENST00000430811,860,661,29,30.57233578033817
535,ENST00000529361,555,356,16,32.8214390663065
536,ENST00000528968,587,388,26,48.05122876435229
537,ENST00000530064,625,426,22,35.756816460165226
538,ENST00000526842,535,336,0,1.8837380271440973
539,ENST00000531291,572,373,3,7.166263888735759
540,ENST00000455338,352,153,34,154.6058323452364
541,ENST00000534372,544,345,0,0.35531192634566083
542,ENST00000531387,2805,2606,159,42.488887086913586
543,ENST00000397111,2685,2486,293,81.8193332984365
544,ENST00000278224,2491,2292,582,175.85974486644955
545,ENST00000380525,2737,2538,294,80.41343297165706
546,ENST00000529772,2637,2438,94,26.799247207701118
547,ENST00000439280,1021,822,0,0.030431149091000417
548,ENST00000527330,564,365,6,13.217826369444422
549,ENST00000263650,3854,3655,0,0.0
550,ENST00000478260,2653,2454,0,0.0
551,ENST00000389989,3619,3420,0,0.0
552,ENST00000534454,1731,1532,0,0.0
553,ENST00000525498,2733,2534,0,0.0
554,ENST00000471998,2182,1983,0,0.0
555,ENST00000348039,2798,2599,0,0.0
556,ENST00000533234,554,355,0,0.0
557,ENST00000526122,554,355,0,0.0
558,ENST00000530372,575,376,0,0.0
559,ENST00000533721,774,575,0,0.0
560,ENST00000534157,706,507,0,0.0
